v	1-F	EW0	WLobs	WLvald	ID	Trans	cp	M
10214.51	 0.060	   2	 979.00	 979.00	CN  	CN3-2Q_{12}16.5  	Q6 	B
10214.45	 0.066	   4	 979.01	 979.01	CN  	CN3-2P_{1}17.5   	Q6 	B
10214.16	 0.483	  94	 979.03	 979.04	TiI 	                 	Q6 	A
10214.22	 0.393	   2	 979.03	 979.03	CN  	CN2-1P_{12}30.5  	Q6 	B
10214.05	 0.366	  47	 979.04	 979.04	CN  	CN1-0Q_{1}58.5   	Q6 	B
10213.54	 0.116	  15	 979.09	 979.09	FeI 	                 	Q4 	B
10213.43	 0.161	  37	 979.10	 979.11	CN  	CN2-1Q_{2}44.5   	Q4 	A
10212.97	 0.081	   7	 979.15	 979.15	SiI 	                 	Q4 	A
10212.86	 0.055	   8	 979.16	 979.16	CN  	CN3-2R_{1}34.5   	Q4 	B
10212.07	 0.018	   3	 979.23	 979.23	CN  	CN2-1Q_{12}36.5  	X  	B
10211.90	 0.139	  14	 979.25	 979.25	CN  	CN2-1R_{2}53.5   	X  	A
10211.84	 0.141	  18	 979.26	 979.26	CN  	CN2-1P_{1}37.5   	X  	A
10211.04	 0.044	   5	 979.33	 979.34	CN  	CN3-2Q_{2}25.5   	X  	A
10209.97	 0.065	  16	 979.44	 979.44	FeI 	                 	S  	A
10209.12	 0.093	  20	 979.52	 979.52	CN  	CN1-0R_{1}67.5   	X  	A
10206.90	 0.184	  55	 979.73	 979.73	CN  	CN1-0P_{2}50.5   	S  	A
10205.94	 0.105	  25	 979.82	 979.82	CN  	CN2-1P_{2}37.5   	S  	A
10204.81	 0.063	  18	 979.93	 979.93	CN  	CN3-2Q_{1}25.5   	D  	A
10204.47	 0.021	   4	 979.96	 979.95	PI  	                 	D  	A
10203.90	 0.014	   4	 980.02	 980.02	CN  	CN3-2P_{2}19.5   	X  	B
10203.62	 0.024	   4	 980.04	 980.05	CN  	CN3-2R_{2}35.5   	X  	B
10203.11	 0.155	  45	 980.09	 980.09	CN  	CN2-1Q_{1}45.5   	D  	A
10202.82	 0.085	  15	 980.12	 980.13	CN  	CN2-1R_{1}54.5   	D  	A
10202.14	 0.036	   7	 980.19	 980.18	CN  	CN3-2R_{1}35.5   	S  	B
10201.01	 0.287	  86	 980.30	 980.30	FeI 	                 	T  	A
10200.44	 0.148	  46	 980.35	 980.35	FeI 	                 	T  	A
10199.99	 0.034	  14	 980.39	 980.40	CN  	CN3-2Q_{2}26.5   	T  	A
10198.80	 0.196	  50	 980.51	 980.51	CN  	CN1-0Q_{2}58.5   	S  	A
10197.44	 0.012	   4	 980.64	 980.63	CN  	CN1-0Q_{12}50.5  	X  	B
10197.16	 0.167	  37	 980.67	 980.67	CN  	CN1-0P_{1}51.5   	X  	A
10195.63	 0.027	  10	 980.81	       	U   	                 	S  	F
10194.95	 0.168	  44	 980.88	 980.88	CN  	CN2-1Q_{2}45.5   	D  	A
10194.66	 0.063	  15	 980.91	 980.91	CN  	CN3-2Q_{1}26.5   	D  	B
10193.81	 0.031	   7	 980.99	 980.99	CN  	CN3-2P_{1}19.5   	T  	B
10193.76	 0.026	   4	 980.99	 980.99	CN  	CN3-2Q_{12}18.5  	T  	B
10193.53	 0.108	  23	 981.01	 981.02	CN  	CN2-1P_{1}38.5   	T  	A
10192.96	 0.074	  16	 981.07	 981.07	CN  	CN2-1R_{2}54.5   	D  	A
10192.79	 0.096	  19	 981.09	 981.09	CN  	CN1-0R_{2}67.5   	D  	A
10191.78	 0.036	   3	 981.18	 981.18	CN  	CN3-2R_{2}36.5   	D  	B
10191.72	 0.026	   3	 981.19	 981.19	CN  	CN3-2P_{2}20.5   	D  	B
10191.10	 0.030	   5	 981.25	 981.25	CN  	CN3-2R_{1}36.5   	S  	B
10190.64	 0.188	  45	 981.29	 981.29	CN  	CN1-0Q_{1}59.5   	S  	A
10189.34	 0.176	  41	 981.42	 981.42	FeI 	                 	S  	A
10188.49	 0.044	   8	 981.50	 981.50	CN  	CN3-2Q_{2}27.5   	S  	A
10186.91	 0.104	  27	 981.65	 981.65	CN  	CN2-1P_{2}38.5   	D  	A
10186.85	 0.081	   3	 981.66	 981.66	CN  	CN6-4P_{2}68.5   	D  	B
10185.04	 0.090	  20	 981.83	 981.83	CN  	CN1-0R_{1}68.5   	D  	A
10184.81	 0.153	  34	 981.85	 981.86	CN  	CN2-1Q_{1}46.5   	D  	A
10184.08	 0.087	  11	 981.92	 981.93	CN  	CN3-2Q_{1}27.5   	D  	B
10184.02	 0.107	  14	 981.93	 981.93	CN  	CN2-1R_{1}55.5   	D  	A
10182.83	 0.161	  34	 982.04	 982.05	CN  	CN1-0P_{2}51.5   	D  	A
10182.89	 0.135	   7	 982.04	 982.04	CN  	CN3-2P_{1}20.5   	D  	B
10180.29	 0.077	  18	 982.29	 982.29	FeI 	                 	S  	A
10179.67	 0.041	   5	 982.35	 982.35	CN  	CN3-2R_{2}37.5   	T  	B
10179.61	 0.045	   5	 982.36	 982.36	CN  	CN3-2R_{1}37.5   	T  	B
10179.33	 0.023	   5	 982.38	 982.39	CN  	CN3-2P_{2}21.5   	T  	B
10177.91	 0.016	   3	 982.52	 982.53	ZrI 	                 	S  	B
10176.61	 0.049	  10	 982.65	 982.65	CN  	CN3-2Q_{2}28.5   	X  	A
10176.05	 0.148	  33	 982.70	 982.70	CN  	CN2-1Q_{2}46.5   	S  	A
10174.80	 0.220	  43	 982.82	 982.82	CN  	CN1-0Q_{2}59.5   	D  	A
10174.75	 0.188	  21	 982.83	 982.83	CN  	CN2-1P_{1}39.5   	D  	A
10174.35	 0.046	   7	 982.86	       	CN  	CN1-0P_{21}60.5  	S  	F
10173.62	 0.079	  17	 982.93	 982.93	CN  	CN2-1R_{2}55.5   	Q4 	A
10173.56	 0.075	   4	 982.94	 982.94	CN  	CN1-0Q_{12}51.5  	Q4 	B
10173.16	 0.179	  49	 982.98	 982.98	CN  	CN1-0P_{1}52.5   	Q4 	A
10172.94	 0.065	  15	 983.00	 982.99	CN  	CN3-2Q_{1}28.5   	Q4 	B
10171.53	 0.027	   7	 983.14	 983.14	CN  	CN3-2P_{1}21.5   	S  	B
10171.07	 0.034	   8	 983.18	       	U   	                 	S  	F
10170.56	 0.021	   5	 983.23	       	U   	                 	X  	F
10168.25	 0.068	  15	 983.45	 983.45	CN  	CN1-0R_{2}68.5   	X  	B
10167.97	 0.222	  66	 983.48	 983.48	TiI 	                 	X  	A
10167.63	 0.106	   8	 983.51	 983.51	CN  	CN3-2R_{1}38.5   	X  	B
10167.57	 0.118	  20	 983.52	 983.52	CN  	CN2-1P_{2}39.5   	X  	A
10167.06	 0.029	   7	 983.57	 983.57	CN  	CN3-2R_{2}38.5   	Q5 	B
10166.78	 0.185	  46	 983.60	 983.60	CN  	CN1-0Q_{1}60.5   	Q5 	A
10166.44	 0.045	   7	 983.63	 983.63	CN  	CN3-2P_{2}22.5   	Q5 	B
10166.05	 0.166	  34	 983.67	 983.66	CN  	CN2-1Q_{1}47.5   	Q5 	A
10165.88	 0.201	  70	 983.68	 983.69	FeI 	                 	Q5 	A
10164.80	 0.059	  16	 983.79	 983.79	CN  	CN2-1R_{1}56.5   	D  	A
10164.35	 0.051	  13	 983.83	 983.83	CN  	CN3-2Q_{2}29.5   	D  	A
10161.64	 0.041	  10	 984.09	 984.09	CN  	CN3-2Q_{1}29.5   	S  	A
10160.62	 0.121	  10	 984.19	 984.20	SiI 	                 	T  	A
10160.68	 0.092	  18	 984.19	 984.19	CN  	CN1-0R_{1}69.5   	T  	A
10160.57	 0.132	  13	 984.20	 984.20	FeI 	                 	T  	B
10159.78	 0.019	   4	 984.27	 984.28	CN  	CN3-2P_{1}22.5   	X  	B
10158.37	 0.150	  38	 984.41	 984.41	CN  	CN1-0P_{2}52.5   	S  	A
10156.79	 0.136	  38	 984.56	 984.57	CN  	CN2-1Q_{2}47.5   	S  	A
10155.94	 0.028	   3	 984.65	 984.65	CN  	CN2-1Q_{12}39.5  	X  	B
10155.55	 0.108	  27	 984.68	 984.68	CN  	CN2-1P_{1}40.5   	T  	A
10155.38	 0.048	   8	 984.70	 984.70	CN  	CN3-2R_{1}39.5   	T  	B
10154.08	 0.024	   7	 984.83	 984.82	CN  	CN3-2R_{2}39.5   	D  	B
10153.91	 0.060	  11	 984.84	 984.84	CN  	CN2-1R_{2}56.5   	D  	A
10153.18	 0.021	   4	 984.91	 984.91	CN  	CN3-2P_{2}23.5   	X  	B
10152.16	 0.039	  13	 985.01	 985.02	FeI 	                 	X  	A
10151.77	 0.055	  10	 985.05	 985.05	CN  	CN3-2Q_{2}30.5   	X  	A
10150.47	 0.172	  45	 985.18	 985.18	CN  	CN1-0Q_{2}60.5   	S  	A
10149.79	 0.060	  15	 985.24	 985.24	CN  	CN3-2Q_{1}30.5   	S  	A
10149.34	 0.022	  13	 985.29	 985.28	FeI 	                 	T  	A
10149.12	 0.024	   3	 985.31	 985.29	CN  	CN1-0Q_{12}52.5  	T  	B
10148.89	 0.166	  41	 985.33	 985.33	CN  	CN1-0P_{1}53.5   	T  	A
10147.71	 0.119	  25	 985.44	 985.44	CN  	CN2-1P_{2}40.5   	T  	A
10147.65	 0.106	   6	 985.45	 985.45	FeI 	                 	T  	B
10147.59	 0.074	   7	 985.46	 985.46	CN  	CN3-2P_{1}23.5   	T  	B
10146.97	 0.145	  38	 985.52	 985.51	CN  	CN2-1Q_{1}48.5   	S  	A
10145.17	 0.057	  14	 985.69	 985.69	CN  	CN2-1R_{1}57.5   	S  	A
10144.66	 0.033	   7	 985.74	 985.75	CaII	                 	S  	A
10143.87	 0.011	   2	 985.82	 985.82	FeI 	                 	X  	B
10143.37	 0.076	  23	 985.87	 985.87	CN  	CN1-0R_{2}69.5   	S  	A
10142.58	 0.166	   8	 985.94	 985.94	CN  	CN3-2R_{1}40.5   	D  	B
10142.52	 0.187	  45	 985.95	 985.95	CN  	CN1-0Q_{1}61.5   	D  	A
10140.72	 0.022	   6	 986.12	 986.12	CN  	CN3-2R_{2}40.5   	X  	B
10139.54	 0.018	   3	 986.24	 986.24	CN  	CN3-2P_{2}24.5   	X  	B
10138.75	 0.054	  14	 986.32	 986.32	CN  	CN3-2Q_{2}31.5   	S  	A
10137.56	 0.195	  13	 986.43	 986.43	CN  	CN3-2Q_{1}31.5   	T  	B
10137.39	 0.336	 101	 986.45	 986.44	FeI 	                 	T  	A
10137.11	 0.157	  36	 986.47	 986.48	CN  	CN2-1Q_{2}48.5   	T  	A
10136.32	 0.007	   2	 986.55	 986.55	CN  	CN2-1Q_{12}40.5  	T  	B
10135.99	 0.124	  27	 986.58	 986.58	CN  	CN2-1P_{1}41.5   	T  	A
10135.82	 0.097	  18	 986.60	 986.60	CN  	CN1-0R_{1}70.5   	T  	A
10134.92	 0.029	   8	 986.69	 986.69	CN  	CN3-2P_{1}24.5   	S  	B
10133.79	 0.036	  15	 986.80	 986.80	CN  	CN2-1R_{2}57.5   	D  	A
10133.51	 0.155	  34	 986.82	 986.82	CN  	CN1-0P_{2}53.5   	D  	A
10130.86	 0.219	   7	 987.08	 987.08	FeI 	                 	D  	B
10130.81	 0.240	  78	 987.09	 987.09	FeI 	                 	D  	A
10129.46	 0.012	   2	 987.22	 987.22	CN  	CN3-2R_{1}41.5   	X  	B
10127.54	 0.183	  21	 987.41	 987.40	CN  	CN2-1P_{2}41.5   	D  	A
10127.49	 0.185	  32	 987.41	 987.41	CN  	CN2-1Q_{1}49.5   	D  	A
10127.04	 0.011	   7	 987.46	 987.46	CN  	CN3-2R_{2}41.5   	D  	B
10126.64	 0.072	  17	 987.49	 987.49	SiI 	                 	D  	A
10118.21	 0.029	   9	 988.32	       	CN  	CN1-0P_{1}54.5   	T  	F
10118.04	 0.104	  17	 988.33	 988.33	CN  	CN1-0R_{2}70.5   	T  	B
10117.87	 0.182	  67	 988.35	 988.35	CN  	CN1-0Q_{1}62.5   	T  	A
10117.14	 0.183	  39	 988.42	 988.42	FeI 	                 	D  	A
10117.08	 0.211	  31	 988.43	 988.43	CN  	CN2-1Q_{2}49.5   	D  	A
10116.07	 0.115	  38	 988.53	 988.53	CN  	CN2-1P_{1}42.5   	D  	A
10116.02	 0.110	  10	 988.53	 988.54	CN  	CN3-2R_{1}42.5   	D  	B
10113.21	 0.051	  13	 988.81	 988.80	CN  	CN2-1R_{2}58.5   	S  	A
10112.87	 0.029	   7	 988.84	 988.84	CN  	CN3-2R_{2}42.5   	D  	B
10112.48	 0.082	  24	 988.88	 988.88	FeI 	                 	D  	B
10111.86	 0.059	  13	 988.94	 988.94	CN  	CN3-2Q_{1}33.5   	Q4 	A
10111.52	 0.130	  32	 988.97	 988.98	SiI 	                 	Q4 	A
10111.58	 0.111	  13	 988.97	 988.97	CN  	CN3-2Q_{2}33.5   	Q4 	B
10111.24	 0.047	   8	 989.00	 989.00	CN  	CN3-2P_{2}26.5   	Q4 	B
10110.62	 0.068	  23	 989.06	 989.06	CN  	CN1-0R_{1}71.5   	S  	A
10109.44	 0.332	 104	 989.17	 989.17	FeI 	                 	S  	A
10108.43	 0.089	   6	 989.27	 989.27	CN  	CN3-2P_{1}26.5   	D  	B
10108.32	 0.147	  38	 989.28	 989.29	CN  	CN1-0P_{2}54.5   	D  	A
10107.87	 0.097	   8	 989.33	 989.33	CaII	                 	Q4 	B
10107.81	 0.107	   7	 989.33	 989.33	CaII	                 	Q4 	B
10107.59	 0.144	  32	 989.36	 989.35	CN  	CN2-1Q_{1}50.5   	Q4 	A
10107.48	 0.085	  21	 989.37	 989.37	CoI 	                 	Q4 	B
10107.03	 0.092	  20	 989.41	 989.41	CN  	CN2-1P_{2}42.5   	D  	A
10106.69	 0.096	  33	 989.44	 989.44	SiI 	                 	D  	A
10104.67	 0.058	  13	 989.64	 989.64	CN  	CN2-1R_{1}59.5   	X  	A
10102.14	 0.025	   1	 989.89	 989.89	SiI 	                 	X  	B
10102.09	 0.027	   7	 989.89	 989.91	CN  	CN3-2R_{1}43.5   	X  	B
10100.57	 0.159	  49	 990.04	 990.05	CN  	CN1-0Q_{2}62.5   	D  	A
10100.29	 0.050	   7	 990.07	 990.07	FeI 	                 	D  	B
10099.62	 0.021	   3	 990.14	       	CN  	CN1-0Q_{12}54.5  	X  	F
10099.34	 0.115	  36	 990.16	 990.16	NiI 	                 	D  	A
10099.11	 0.147	  30	 990.19	 990.19	CN  	CN1-0P_{1}55.5   	D  	A
10098.38	 0.060	  10	 990.26	 990.25	CN  	CN3-2Q_{1}34.5   	D  	A
10098.27	 0.041	   6	 990.27	 990.27	CN  	CN3-2R_{2}43.5   	D  	B
10097.43	 0.089	  12	 990.35	 990.35	CN  	CN3-2Q_{2}34.5   	D  	B
10097.38	 0.112	  16	 990.36	 990.36	CrI 	                 	D  	A
10096.59	 0.139	  34	 990.43	 990.43	CN  	CN2-1Q_{2}50.5   	D  	A
10096.53	 0.131	   7	 990.44	 990.44	CN  	CN3-2P_{2}27.5   	D  	B
10095.75	 0.095	  26	 990.52	 990.52	CN  	CN2-1P_{1}43.5   	S  	A
10094.63	 0.030	   7	 990.63	 990.63	CN  	CN3-2P_{1}27.5   	S  	B
10093.67	 0.027	   7	 990.72	 990.72	CrI 	                 	S  	B
10092.83	 0.156	  49	 990.80	 990.81	CN  	CN1-0Q_{1}63.5   	T  	A
10092.33	 0.105	  18	 990.85	 990.85	CN  	CN1-0R_{2}71.5   	T  	A
10092.27	 0.091	  15	 990.86	 990.86	CN  	CN2-1R_{2}59.5   	T  	A
10090.31	 0.024	   6	 991.05	       	CN  	CN3-2P_{12}21.5  	S  	F
10087.56	 0.058	   7	 991.32	 991.32	CN  	CN3-2R_{1}44.5   	D  	B
10087.28	 0.170	  57	 991.35	 991.34	CN  	CN2-1Q_{1}51.5   	D  	A
10086.83	 0.027	   6	 991.39	       	U   	                 	S  	F
10086.05	 0.094	  25	 991.47	 991.47	CN  	CN2-1P_{2}43.5   	S  	A
10085.04	 0.095	  15	 991.57	 991.57	CN  	CN1-0R_{1}72.5   	Q4 	A
10084.93	 0.162	   6	 991.58	 991.58	SiI 	                 	Q4 	B
10084.87	 0.170	  50	 991.58	 991.59	FeI 	                 	Q4 	A
10084.65	 0.091	  13	 991.61	 991.61	CN  	CN3-2Q_{1}35.5   	Q4 	B
10083.86	 0.055	  13	 991.68	 991.68	CN  	CN2-1R_{1}60.5   	S  	A
10083.30	 0.028	   7	 991.74	 991.74	CN  	CN3-2R_{2}44.5   	S  	B
10082.91	 0.051	  13	 991.78	 991.78	CN  	CN3-2Q_{2}35.5   	D  	B
10082.69	 0.161	  40	 991.80	 991.80	CN  	CN1-0P_{2}55.5   	D  	A
10081.96	 0.012	   3	 991.87	 991.87	NaI 	                 	X  	B
10081.29	 0.025	   6	 991.94	 991.93	CN  	CN3-2P_{2}28.5   	S  	B
10080.34	 0.024	   7	 992.03	 992.03	CN  	CN3-2P_{1}28.5   	S  	B
10076.53	 0.023	   7	 992.41	 992.42	NaI 	                 	X  	B
10075.75	 0.128	  32	 992.48	 992.48	CN  	CN2-1Q_{2}51.5   	S  	A
10075.02	 0.197	  34	 992.55	 992.56	CN  	CN1-0Q_{2}63.5   	D  	A
10075.07	 0.167	  23	 992.55	 992.56	CN  	CN2-1P_{1}44.5   	D  	A
10073.90	 0.054	  10	 992.66	 992.67	FeI 	                 	T  	B
10073.62	 0.175	  28	 992.69	 992.69	CN  	CN1-0P_{1}56.5   	T  	A
10073.51	 0.204	  57	 992.70	 992.71	FeI 	                 	T  	A
10072.83	 0.024	   7	 992.77	 992.77	CN  	CN3-2R_{1}45.5   	S  	B
10070.99	 0.051	  12	 992.95	 992.95	CN  	CN2-1R_{2}60.5   	S  	A
10070.43	 0.215	  50	 993.01	 993.01	TiI 	                 	D  	A
10070.37	 0.190	  13	 993.01	 993.02	CN  	CN3-2Q_{1}36.5   	D  	B
10068.69	 0.016	   4	 993.18	       	U   	                 	X  	F
10067.91	 0.066	  14	 993.25	 993.26	CN  	CN3-2Q_{2}36.5   	D  	A
10067.97	 0.057	   6	 993.25	 993.25	CN  	CN3-2R_{2}45.5   	D  	B
10067.35	 0.186	  35	 993.31	 993.31	CN  	CN1-0Q_{1}64.5   	D  	A
10067.24	 0.154	  27	 993.32	 993.36	TiII	                 	D  	B
10066.63	 0.131	  25	 993.38	 993.38	CN  	CN2-1Q_{1}52.5   	T  	A
10066.35	 0.103	  22	 993.41	 993.41	CaII	                 	T  	B
10066.23	 0.076	  13	 993.42	 993.42	CN  	CN1-0R_{2}72.5   	T  	A
10065.79	 0.065	   9	 993.46	 993.46	CN  	CN3-2P_{2}29.5   	D  	B
10065.73	 0.063	   9	 993.47	 993.48	CN  	CN3-2P_{1}29.5   	D  	B
10064.72	 0.090	  20	 993.57	 993.57	CN  	CN2-1P_{2}44.5   	S  	A
10062.66	 0.054	  10	 993.77	 993.77	CN  	CN2-1R_{1}61.5   	X  	A
10060.64	 0.089	  13	 993.97	 993.98	FeI 	                 	X  	A
10058.97	 0.066	  18	 994.14	 994.14	CN  	CN1-0R_{1}73.5   	S  	A
10057.63	 0.041	  10	 994.27	 994.27	CN  	CN3-2R_{1}46.5   	D  	B
10057.57	 0.034	   4	 994.28	 994.27	FeI 	                 	D  	B
10056.73	 0.127	  31	 994.36	 994.36	CN  	CN1-0P_{2}56.5   	S  	A
10056.12	 0.036	  19	 994.42	 994.41	TiI 	                 	D  	A
10055.61	 0.062	  14	 994.47	 994.47	CN  	CN3-2Q_{1}37.5   	D  	A
10054.50	 0.142	  50	 994.58	 994.58	CN  	CN2-1Q_{2}52.5   	D  	A
10053.88	 0.099	  35	 994.64	 994.64	CN  	CN2-1P_{1}45.5   	D  	A
10053.38	 0.203	  54	 994.69	 994.69	FeI 	                 	S  	A
10049.97	 0.035	   8	 995.03	 995.03	CN  	CN3-2P_{2}30.5   	D  	B
10049.81	 0.048	   9	 995.04	       	U   	                 	D  	F
10049.25	 0.113	  12	 995.10	 995.10	CN  	CN2-1R_{2}61.5   	D  	A
10049.14	 0.178	  48	 995.11	 995.12	CN  	CN1-0Q_{2}64.5   	D  	A
10048.47	 0.143	  22	 995.18	 995.17	TiI 	                 	D  	A
10048.19	 0.053	  29	 995.20	 995.18	CrI 	                 	D  	B
10047.80	 0.131	  34	 995.24	 995.25	CN  	CN1-0P_{1}57.5   	S  	A
10046.34	 0.078	  21	 995.39	 995.39	FeI 	                 	S  	A
10045.56	 0.126	  36	 995.46	 995.47	CN  	CN2-1Q_{1}53.5   	S  	A
10044.00	 0.069	  17	 995.62	 995.62	FeI 	                 	S  	A
10043.00	 0.089	  21	 995.72	 995.72	CN  	CN2-1P_{2}45.5   	S  	A
10042.05	 0.031	   9	 995.81	 995.81	CN  	CN3-2R_{1}47.5   	S  	B
10041.55	 0.164	  45	 995.86	 995.87	CN  	CN1-0Q_{1}65.5   	S  	A
10040.99	 0.051	  12	 995.92	 995.92	CN  	CN2-1R_{1}62.5   	S  	A
10040.54	 0.053	  15	 995.96	 995.96	CN  	CN3-2Q_{1}38.5   	S  	A
10040.10	 0.014	   2	 996.01	 996.03	TiI 	                 	X  	B
10039.76	 0.057	  13	 996.04	 996.04	CN  	CN1-0R_{2}73.5   	S  	A
10038.26	 0.012	   4	 996.19	 996.20	FeI 	                 	X  	B
10036.75	 0.054	  14	 996.34	 996.34	CN  	CN3-2Q_{2}38.5   	S  	A
10036.14	 0.128	  19	 996.40	 996.40	NaI 	                 	Q4 	A
10036.08	 0.118	   1	 996.40	 996.40	NaI 	                 	Q4 	B
10036.02	 0.093	  14	 996.41	 996.40	NaI 	                 	Q4 	B
10035.97	 0.063	   6	 996.42	 996.41	CN  	CN3-2R_{2}47.5   	Q4 	B
10035.08	 0.022	   5	 996.50	 996.50	CN  	CN3-2P_{1}31.5   	X  	B
10033.63	 0.029	   7	 996.65	 996.65	CN  	CN3-2P_{2}31.5   	S  	B
10032.90	 0.117	  32	 996.72	 996.72	CN  	CN2-1Q_{2}53.5   	T  	A
10032.51	 0.090	  13	 996.76	 996.76	CN  	CN1-0R_{1}74.5   	T  	A
10032.40	 0.109	  23	 996.77	 996.78	CN  	CN2-1P_{1}46.5   	T  	A
10030.34	 0.130	  34	 996.98	 996.98	CN  	CN1-0P_{2}57.5   	D  	A
10030.06	 0.049	   8	 997.00	 997.00	FeI 	                 	D  	B
10027.11	 0.105	  28	 997.30	 997.30	CN  	CN2-1R_{2}62.5   	S  	A
10026.05	 0.024	   9	 997.40	 997.40	CN  	CN3-2R_{1}48.5   	S  	B
10025.05	 0.048	  12	 997.50	 997.50	CN  	CN3-2Q_{1}39.5   	S  	A
10024.04	 0.129	  36	 997.60	 997.60	CN  	CN2-1Q_{1}54.5   	S  	A
10022.76	 0.149	  38	 997.73	 997.73	CN  	CN1-0Q_{2}65.5   	S  	A
10022.10	 0.019	   4	 997.80	       	U   	                 	D  	F
10021.93	 0.027	   5	 997.81	       	CN  	CN1-0Q_{12}57.5  	D  	F
10021.48	 0.134	  36	 997.86	 997.86	CN  	CN1-0P_{1}58.5   	S  	A
10020.93	 0.086	  18	 997.91	 997.91	CN  	CN2-1P_{2}46.5   	T  	A
10020.81	 0.059	   6	 997.92	 997.94	PI  	                 	T  	A
10020.65	 0.038	   6	 997.94	 997.94	CN  	CN3-2Q_{2}39.5   	T  	B
10019.65	 0.088	  21	 998.04	 998.04	FeI 	                 	D  	A
10019.53	 0.051	   6	 998.05	 998.05	CN  	CN3-2R_{2}48.5   	D  	B
10019.20	 0.040	   9	 998.08	 998.08	CN  	CN3-2P_{1}32.5   	D  	B
10018.98	 0.052	  13	 998.11	 998.11	CN  	CN2-1R_{1}63.5   	D  	A
10017.03	 0.046	   7	 998.30	 998.30	CN  	CN3-2P_{2}32.5   	D  	B
10016.86	 0.155	  39	 998.32	 998.32	FeI 	                 	D  	A
10016.03	 0.010	   2	 998.40	 998.40	TiI 	                 	S  	A
10015.25	 0.146	  41	 998.48	 998.47	CN  	CN1-0Q_{1}66.5   	S  	A
10014.80	 0.022	   5	 998.52	       	CN  	CN4-3Q_{2}16.5   	X  	F
10014.08	 0.049	  13	 998.59	 998.59	MgI 	                 	S  	A
10012.86	 0.048	  10	 998.72	 998.71	CN  	CN1-0R_{2}74.5   	S  	A
10010.91	 0.127	  30	 998.91	 998.91	CN  	CN2-1Q_{2}54.5   	T  	B
10010.80	 0.188	  26	 998.92	 998.92	MgI 	                 	T  	A
10010.41	 0.094	  22	 998.96	 998.96	CN  	CN2-1P_{1}47.5   	T  	A
10009.63	 0.035	   6	 999.04	 999.04	CN  	CN3-2R_{1}49.5   	T  	B
10009.35	 0.059	  16	 999.07	 999.06	FeI 	                 	T  	B
10009.24	 0.053	  13	 999.08	 999.08	CN  	CN3-2Q_{1}40.5   	T  	A
10005.68	 0.052	  13	 999.43	 999.43	CN  	CN1-0R_{1}75.5   	S  	A
10004.57	 0.040	  10	 999.54	 999.54	CN  	CN2-1R_{2}63.5   	S  	A
10004.07	 0.186	  43	 999.59	 999.59	MgI 	                 	T  	A
10004.13	 0.142	  12	 999.59	 999.59	CN  	CN3-2Q_{2}40.5   	T  	B
10003.57	 0.120	  32	 999.64	 999.64	CN  	CN1-0P_{2}58.5   	T  	A
10002.85	 0.032	   8	 999.72	 999.71	CN  	CN3-2P_{1}33.5   	S  	B
10002.52	 0.044	   1	 999.75	 999.75	CN  	CN3-2R_{2}49.5   	D  	B
10002.24	 0.150	  65	 999.78	 999.78	CN  	CN2-1Q_{1}55.5   	D  	A
10001.18	 0.041	  13	 999.88	 999.88	FeI 	                 	S  	B
10000.52	 0.006	   1	 999.95	       	U   	                 	X  	F
 9999.90	 0.035	   8	1000.01	1000.01	CN  	CN3-2P_{2}33.5   	T  	B
 9999.68	 0.068	  18	1000.03	1000.03	FeII	                 	T  	B
 9999.29	 0.155	  39	1000.07	1000.07	TiI 	                 	T  	A
 9998.40	 0.077	  19	1000.16	1000.16	CN  	CN2-1P_{2}47.5   	S  	A
 9996.52	 0.049	  12	1000.35	1000.35	CN  	CN2-1R_{1}64.5   	D  	A
 9996.02	 0.148	  44	1000.40	1000.40	CN  	CN1-0Q_{2}66.5   	D  	A
 9994.79	 0.146	  14	1000.52	1000.52	TiI 	                 	D  	A
 9994.85	 0.148	  32	1000.52	1000.52	CN  	CN1-0P_{1}59.5   	D  	B
 9994.18	 0.148	  36	1000.58	1000.58	TiI 	                 	S  	A
 9992.91	 0.062	  10	1000.71	1000.71	CN  	CN3-2Q_{1}41.5   	D  	A
 9992.85	 0.057	   6	1000.72	1000.71	CN  	CN3-2R_{1}50.5   	D  	B
 9991.63	 0.011	   2	1000.84	1000.84	TiI 	                 	X  	A
 9990.41	 0.020	   5	1000.96	1000.96	FeI 	                 	X  	B
 9989.97	 0.023	   5	1001.00	1001.00	FeI 	                 	X  	B
 9988.63	 0.158	  42	1001.14	1001.13	CN  	CN1-0Q_{1}67.5   	T  	A
 9988.41	 0.115	  30	1001.16	1001.16	CN  	CN2-1Q_{2}55.5   	T  	A
 9988.13	 0.094	  23	1001.19	1001.19	CN  	CN2-1P_{1}48.5   	T  	A
 9987.19	 0.038	   9	1001.28	1001.28	CN  	CN3-2Q_{2}41.5   	S  	A
 9986.19	 0.023	   6	1001.38	1001.38	CN  	CN3-2P_{1}34.5   	S  	B
 9985.58	 0.129	  11	1001.44	1001.44	CN  	CN1-0R_{2}75.5   	T  	B
 9985.53	 0.139	  24	1001.45	1001.45	TiI 	                 	T  	A
 9985.19	 0.015	   5	1001.48	1001.48	CN  	CN3-2R_{2}50.5   	T  	B
 9983.42	 0.029	   6	1001.66	1001.66	SiI 	                 	X  	A
 9982.48	 0.026	   5	1001.76	1001.75	CN  	CN3-2P_{2}34.5   	X  	B
